# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     103     -0.62312293E-02     -0.68471067E-02     -0.28102196E-03     -0.64371318E-03
     104     -0.62400590E-02     -0.68471067E-02     -0.28270078E-03     -0.64371318E-03
     105     -0.62485411E-02     -0.68471067E-02     -0.28419860E-03     -0.64371318E-03
     106     -0.62563097E-02     -0.68471067E-02     -0.28579706E-03     -0.64371318E-03
     107     -0.62635022E-02     -0.68471067E-02     -0.28742457E-03     -0.64371318E-03
     108     -0.62711911E-02     -0.68471067E-02     -0.28912126E-03     -0.64371318E-03
     109     -0.62799313E-02     -0.68471067E-02     -0.29063489E-03     -0.64371318E-03
     110     -0.62872289E-02     -0.68471067E-02     -0.29210000E-03     -0.64371318E-03
     111     -0.62938401E-02     -0.68471067E-02     -0.29377253E-03     -0.64371318E-03
     112     -0.63010945E-02     -0.68471067E-02     -0.29535397E-03     -0.64371318E-03
     113     -0.63072622E-02     -0.68471067E-02     -0.29697179E-03     -0.64371318E-03
     114     -0.63143151E-02     -0.68471067E-02     -0.29848595E-03     -0.64371318E-03
     115     -0.63208949E-02     -0.68471067E-02     -0.29994951E-03     -0.64371318E-03
     116     -0.63276417E-02     -0.68471067E-02     -0.30165046E-03     -0.64371318E-03
     117     -0.63334708E-02     -0.68471067E-02     -0.30344880E-03     -0.64371318E-03
     118     -0.63396365E-02     -0.68471067E-02     -0.30525431E-03     -0.64371318E-03
     119     -0.63452226E-02     -0.68471067E-02     -0.30689832E-03     -0.64371318E-03
     120     -0.63509741E-02     -0.68471067E-02     -0.30842496E-03     -0.64371318E-03
     121     -0.63569288E-02     -0.68471067E-02     -0.31006547E-03     -0.64371318E-03
     122     -0.63622211E-02     -0.68471067E-02     -0.31156919E-03     -0.64371318E-03
     123     -0.63679173E-02     -0.68471067E-02     -0.31328812E-03     -0.64371318E-03
     124     -0.63737116E-02     -0.68471067E-02     -0.31492714E-03     -0.64371318E-03
     125     -0.63784669E-02     -0.68471067E-02     -0.31663637E-03     -0.64371318E-03
     126     -0.63833518E-02     -0.68471067E-02     -0.31814459E-03     -0.64371318E-03
     127     -0.63879685E-02     -0.68471067E-02     -0.31977149E-03     -0.64371318E-03
     128     -0.63930873E-02     -0.68471067E-02     -0.32128673E-03     -0.64371318E-03
     129     -0.63983721E-02     -0.68471067E-02     -0.32289379E-03     -0.64371318E-03
     130     -0.64024388E-02     -0.68471067E-02     -0.32439836E-03     -0.64371318E-03
     131     -0.64063551E-02     -0.68471067E-02     -0.32588464E-03     -0.64371318E-03
     132     -0.64105902E-02     -0.68471067E-02     -0.32737580E-03     -0.64371318E-03
     133     -0.64146371E-02     -0.68471067E-02     -0.32876922E-03     -0.64371318E-03
     134     -0.64189935E-02     -0.68471067E-02     -0.33013983E-03     -0.64371318E-03
     135     -0.64230169E-02     -0.68471067E-02     -0.33146663E-03     -0.64371318E-03
     136     -0.64272353E-02     -0.68471067E-02     -0.33291606E-03     -0.64371318E-03
     137     -0.64312877E-02     -0.68471067E-02     -0.33435624E-03     -0.64371318E-03
     138     -0.64360120E-02     -0.68471067E-02     -0.33590543E-03     -0.64371318E-03
     139     -0.64403412E-02     -0.68471067E-02     -0.33732584E-03     -0.64371318E-03
     140     -0.64441466E-02     -0.68471067E-02     -0.33872696E-03     -0.64371318E-03
     141     -0.64477784E-02     -0.68471067E-02     -0.34005950E-03     -0.64371318E-03
     142     -0.64516113E-02     -0.68471067E-02     -0.34155983E-03     -0.64371318E-03
     143     -0.64551051E-02     -0.68471067E-02     -0.34298037E-03     -0.64371318E-03
     144     -0.64584489E-02     -0.68471067E-02     -0.34439171E-03     -0.64371318E-03
     145     -0.64622563E-02     -0.68471067E-02     -0.34585115E-03     -0.64371318E-03
     146     -0.64655404E-02     -0.68471067E-02     -0.34720458E-03     -0.64371318E-03
     147     -0.64691577E-02     -0.68471067E-02     -0.34859562E-03     -0.64371318E-03
     148     -0.64723255E-02     -0.68471067E-02     -0.35000218E-03     -0.64371318E-03
     149     -0.64755450E-02     -0.68471067E-02     -0.35143602E-03     -0.64371318E-03
     150     -0.64788565E-02     -0.68471067E-02     -0.35288115E-03     -0.64371318E-03
     151     -0.64819320E-02     -0.68471067E-02     -0.35419454E-03     -0.64371318E-03
     152     -0.64851555E-02     -0.68471067E-02     -0.35563130E-03     -0.64371318E-03
     153     -0.64881305E-02     -0.68471067E-02     -0.35701282E-03     -0.64371318E-03
     154     -0.64912154E-02     -0.68471067E-02     -0.35846112E-03     -0.64371318E-03
     155     -0.64943318E-02     -0.68471067E-02     -0.35996761E-03     -0.64371318E-03
     156     -0.64970823E-02     -0.68471067E-02     -0.36140767E-03     -0.64371318E-03
     157     -0.64997504E-02     -0.68471067E-02     -0.36268356E-03     -0.64371318E-03
     158     -0.65026919E-02     -0.68471067E-02     -0.36407425E-03     -0.64371318E-03
     159     -0.65051840E-02     -0.68471067E-02     -0.36545330E-03     -0.64371318E-03
     160     -0.65077403E-02     -0.68471067E-02     -0.36678419E-03     -0.64371318E-03
     161     -0.65101917E-02     -0.68471067E-02     -0.36823890E-03     -0.64371318E-03
     162     -0.65130144E-02     -0.68471067E-02     -0.36948403E-03     -0.64371318E-03
     163     -0.65156572E-02     -0.68471067E-02     -0.37078211E-03     -0.64371318E-03
     164     -0.65183047E-02     -0.68471067E-02     -0.37214017E-03     -0.64371318E-03
     165     -0.65210390E-02     -0.68471067E-02     -0.37359030E-03     -0.64371318E-03
     166     -0.65232727E-02     -0.68471067E-02     -0.37492800E-03     -0.64371318E-03
     167     -0.65255193E-02     -0.68471067E-02     -0.37622031E-03     -0.64371318E-03
     168     -0.65277866E-02     -0.68471067E-02     -0.37759343E-03     -0.64371318E-03
     169     -0.65299233E-02     -0.68471067E-02     -0.37893164E-03     -0.64371318E-03
     170     -0.65322061E-02     -0.68471067E-02     -0.38033163E-03     -0.64371318E-03
     171     -0.65343661E-02     -0.68471067E-02     -0.38167684E-03     -0.64371318E-03
     172     -0.65366940E-02     -0.68471067E-02     -0.38308099E-03     -0.64371318E-03
     173     -0.65391037E-02     -0.68471067E-02     -0.38455972E-03     -0.64371318E-03
     174     -0.65412687E-02     -0.68471067E-02     -0.38591978E-03     -0.64371318E-03
     175     -0.65434070E-02     -0.68471067E-02     -0.38734264E-03     -0.64371318E-03
     176     -0.65455938E-02     -0.68471067E-02     -0.38858551E-03     -0.64371318E-03
     177     -0.65473716E-02     -0.68471067E-02     -0.38986161E-03     -0.64371318E-03
     178     -0.65493085E-02     -0.68471067E-02     -0.39123694E-03     -0.64371318E-03
     179     -0.65512927E-02     -0.68471067E-02     -0.39250970E-03     -0.64371318E-03
     180     -0.65531925E-02     -0.68471067E-02     -0.39370644E-03     -0.64371318E-03
     181     -0.65549868E-02     -0.68471067E-02     -0.39487470E-03     -0.64371318E-03
     182     -0.65567780E-02     -0.68471067E-02     -0.39606654E-03     -0.64371318E-03
     183     -0.65585011E-02     -0.68471067E-02     -0.39722614E-03     -0.64371318E-03
     184     -0.65601637E-02     -0.68471067E-02     -0.39836798E-03     -0.64371318E-03
     185     -0.65621877E-02     -0.68471067E-02     -0.39958260E-03     -0.64371318E-03
     186     -0.65640649E-02     -0.68471067E-02     -0.40084114E-03     -0.64371318E-03
     187     -0.65660683E-02     -0.68471067E-02     -0.40208189E-03     -0.64371318E-03
     188     -0.65676689E-02     -0.68471067E-02     -0.40326169E-03     -0.64371318E-03
     189     -0.65694017E-02     -0.68471067E-02     -0.40445982E-03     -0.64371318E-03
     190     -0.65709674E-02     -0.68471067E-02     -0.40564481E-03     -0.64371318E-03
     191     -0.65725011E-02     -0.68471067E-02     -0.40665597E-03     -0.64371318E-03
     192     -0.65742039E-02     -0.68471067E-02     -0.40796231E-03     -0.64371318E-03
     193     -0.65759213E-02     -0.68471067E-02     -0.40907975E-03     -0.64371318E-03
     194     -0.65773244E-02     -0.68471067E-02     -0.41020895E-03     -0.64371318E-03
     195     -0.65789031E-02     -0.68471067E-02     -0.41132264E-03     -0.64371318E-03
     196     -0.65802478E-02     -0.68471067E-02     -0.41240119E-03     -0.64371318E-03
     197     -0.65815936E-02     -0.68471067E-02     -0.41350842E-03     -0.64371318E-03
     198     -0.65829921E-02     -0.68471067E-02     -0.41464937E-03     -0.64371318E-03
     199     -0.65843817E-02     -0.68471067E-02     -0.41582632E-03     -0.64371318E-03
     200     -0.65858995E-02     -0.68471067E-02     -0.41688053E-03     -0.64371318E-03
     201     -0.65872271E-02     -0.68471067E-02     -0.41802402E-03     -0.64371318E-03
     202     -0.65885255E-02     -0.68471067E-02     -0.41913876E-03     -0.64371318E-03
     203     -0.65898991E-02     -0.68471067E-02     -0.42010299E-03     -0.64371318E-03
     204     -0.65911128E-02     -0.68471067E-02     -0.42107047E-03     -0.64371318E-03
     205     -0.65922858E-02     -0.68471067E-02     -0.42204947E-03     -0.64371318E-03
     206     -0.65935506E-02     -0.68471067E-02     -0.42311929E-03     -0.64371318E-03
     207     -0.65947065E-02     -0.68471067E-02     -0.42415392E-03     -0.64371318E-03
     208     -0.65959863E-02     -0.68471067E-02     -0.42526610E-03     -0.64371318E-03
     209     -0.65971292E-02     -0.68471067E-02     -0.42626940E-03     -0.64371318E-03
     210     -0.65983501E-02     -0.68471067E-02     -0.42732445E-03     -0.64371318E-03
     211     -0.65994290E-02     -0.68471067E-02     -0.42832291E-03     -0.64371318E-03
     212     -0.66004537E-02     -0.68471067E-02     -0.42931706E-03     -0.64371318E-03
     213     -0.66016090E-02     -0.68471067E-02     -0.43041161E-03     -0.64371318E-03
     214     -0.66027523E-02     -0.68471067E-02     -0.43149697E-03     -0.64371318E-03
     215     -0.66038802E-02     -0.68471067E-02     -0.43250843E-03     -0.64371318E-03
     216     -0.66049847E-02     -0.68471067E-02     -0.43356940E-03     -0.64371318E-03
     217     -0.66060286E-02     -0.68471067E-02     -0.43459037E-03     -0.64371318E-03
     218     -0.66071705E-02     -0.68471067E-02     -0.43568411E-03     -0.64371318E-03

# q=  0.00000000E+00  0.50000000E+00  0.00000000E+00  (qpt 8)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.33647282E-03     -0.73086459E-02     -0.17395322E-05     -0.61546311E-03
       2     -0.69605636E-03     -0.73086459E-02     -0.36380148E-05     -0.61546311E-03
       3     -0.94394440E-03     -0.73086459E-02     -0.54538086E-05     -0.61546311E-03
       4     -0.11646279E-02     -0.73086459E-02     -0.71030357E-05     -0.61546311E-03
       5     -0.15340801E-02     -0.73086459E-02     -0.97681577E-05     -0.61546311E-03
       6     -0.17702198E-02     -0.73086459E-02     -0.12013762E-04     -0.61546311E-03
       7     -0.18999337E-02     -0.73086459E-02     -0.16387940E-04     -0.61546311E-03
       8     -0.20908337E-02     -0.73086459E-02     -0.20432959E-04     -0.61546311E-03
       9     -0.22601445E-02     -0.73086459E-02     -0.24092638E-04     -0.61546311E-03
      10     -0.23852101E-02     -0.73086459E-02     -0.27430331E-04     -0.61546311E-03
      11     -0.25496515E-02     -0.73086459E-02     -0.30637697E-04     -0.61546311E-03
      12     -0.27037431E-02     -0.73086459E-02     -0.33645836E-04     -0.61546311E-03
      13     -0.28383354E-02     -0.73086459E-02     -0.36312336E-04     -0.61546311E-03
      14     -0.29805472E-02     -0.73086459E-02     -0.38776488E-04     -0.61546311E-03
      15     -0.31182883E-02     -0.73086459E-02     -0.41283027E-04     -0.61546311E-03
      16     -0.32480802E-02     -0.73086459E-02     -0.43747435E-04     -0.61546311E-03
      17     -0.33452111E-02     -0.73086459E-02     -0.46182398E-04     -0.61546311E-03
      18     -0.34422452E-02     -0.73086459E-02     -0.49474647E-04     -0.61546311E-03
      19     -0.35485718E-02     -0.73086459E-02     -0.52442814E-04     -0.61546311E-03
      20     -0.36427516E-02     -0.73086459E-02     -0.55002682E-04     -0.61546311E-03
      21     -0.37322579E-02     -0.73086459E-02     -0.57474409E-04     -0.61546311E-03
      22     -0.38338969E-02     -0.73086459E-02     -0.60060089E-04     -0.61546311E-03
      23     -0.39171260E-02     -0.73086459E-02     -0.62771347E-04     -0.61546311E-03
      24     -0.39929974E-02     -0.73086459E-02     -0.65565292E-04     -0.61546311E-03
      25     -0.40660908E-02     -0.73086459E-02     -0.68306848E-04     -0.61546311E-03
      26     -0.41492072E-02     -0.73086459E-02     -0.70894226E-04     -0.61546311E-03
      27     -0.42144044E-02     -0.73086459E-02     -0.73908154E-04     -0.61546311E-03
      28     -0.42910086E-02     -0.73086459E-02     -0.76374942E-04     -0.61546311E-03
      29     -0.43556330E-02     -0.73086459E-02     -0.79315714E-04     -0.61546311E-03
      30     -0.44205151E-02     -0.73086459E-02     -0.82127585E-04     -0.61546311E-03
      31     -0.44904844E-02     -0.73086459E-02     -0.85051576E-04     -0.61546311E-03
      32     -0.45543474E-02     -0.73086459E-02     -0.87982558E-04     -0.61546311E-03
      33     -0.46163197E-02     -0.73086459E-02     -0.91254692E-04     -0.61546311E-03
      34     -0.46798174E-02     -0.73086459E-02     -0.94368893E-04     -0.61546311E-03
      35     -0.47504711E-02     -0.73086459E-02     -0.97682357E-04     -0.61546311E-03
      36     -0.48039586E-02     -0.73086459E-02     -0.10104404E-03     -0.61546311E-03
      37     -0.48613637E-02     -0.73086459E-02     -0.10406614E-03     -0.61546311E-03
      38     -0.49109173E-02     -0.73086459E-02     -0.10859545E-03     -0.61546311E-03
      39     -0.49594183E-02     -0.73086459E-02     -0.11353132E-03     -0.61546311E-03
      40     -0.50088497E-02     -0.73086459E-02     -0.11804399E-03     -0.61546311E-03
      41     -0.50601898E-02     -0.73086459E-02     -0.12286085E-03     -0.61546311E-03
      42     -0.51178369E-02     -0.73086459E-02     -0.12800365E-03     -0.61546311E-03
      43     -0.51582071E-02     -0.73086459E-02     -0.13310823E-03     -0.61546311E-03
      44     -0.52150410E-02     -0.73086459E-02     -0.13725262E-03     -0.61546311E-03
      45     -0.52660148E-02     -0.73086459E-02     -0.14127631E-03     -0.61546311E-03
      46     -0.53143153E-02     -0.73086459E-02     -0.14526727E-03     -0.61546311E-03
      47     -0.53628096E-02     -0.73086459E-02     -0.14920178E-03     -0.61546311E-03
      48     -0.54112683E-02     -0.73086459E-02     -0.15260777E-03     -0.61546311E-03
      49     -0.54546271E-02     -0.73086459E-02     -0.15581325E-03     -0.61546311E-03
      50     -0.54987561E-02     -0.73086459E-02     -0.15907399E-03     -0.61546311E-03
      51     -0.55356081E-02     -0.73086459E-02     -0.16240638E-03     -0.61546311E-03
      52     -0.55770363E-02     -0.73086459E-02     -0.16552967E-03     -0.61546311E-03
      53     -0.56138899E-02     -0.73086459E-02     -0.16880708E-03     -0.61546311E-03
      54     -0.56495570E-02     -0.73086459E-02     -0.17193676E-03     -0.61546311E-03
      55     -0.56854136E-02     -0.73086459E-02     -0.17500060E-03     -0.61546311E-03
      56     -0.57198701E-02     -0.73086459E-02     -0.17755633E-03     -0.61546311E-03
      57     -0.57521929E-02     -0.73086459E-02     -0.17990254E-03     -0.61546311E-03
      58     -0.57851739E-02     -0.73086459E-02     -0.18222926E-03     -0.61546311E-03
      59     -0.58170333E-02     -0.73086459E-02     -0.18467243E-03     -0.61546311E-03
      60     -0.58496771E-02     -0.73086459E-02     -0.18692193E-03     -0.61546311E-03
      61     -0.58846126E-02     -0.73086459E-02     -0.18925485E-03     -0.61546311E-03
      62     -0.59146706E-02     -0.73086459E-02     -0.19157370E-03     -0.61546311E-03
      63     -0.59424036E-02     -0.73086459E-02     -0.19389016E-03     -0.61546311E-03
      64     -0.59707297E-02     -0.73086459E-02     -0.19590848E-03     -0.61546311E-03
      65     -0.59994413E-02     -0.73086459E-02     -0.19825163E-03     -0.61546311E-03
